Date,Source,Campaign,Impressions,Spend,Clicks,AdGroup,Ad,Invalid CTR,CTR,CPC
2024-03-19,Organic,,0,0.0,201,,,True,,0.0
2024-03-19,SMM,,0,0.0,7,,,True,,0.0
2024-03-19,Facebook Ads,12.09.23interests_Uxui_DE,606,7.19,12,interest_work_WebDev,bloggersvideo5,False,0.019801980198019802,0.5991666666666667
2024-03-19,Facebook Ads,02.07.23wide_DE,41,0.49,0,wide,v16com,False,0.0,
2024-03-19,Facebook Ads,03.07.23women,2,0.01,1,women,v14,False,0.5,0.01
2024-03-19,Youtube Ads,youtube_shorts_DE,11355,17.89,67,Com_august,bloggersvideo11,False,0.005900484368119771,0.2670149253731343
2024-03-19,Webinar,,0,0.0,0,,,False,,
2024-03-19,Organic,,0,0.0,18,,,True,,0.0
2024-03-19,Facebook Ads,12.09.23interests_Uxui_DE,8,0.07,0,interest_programming_WebDev,v11comwebdev,False,0.0,
2024-03-19,Facebook Ads,04.07.23recentlymoved_DE,3,0.02,0,recentlymoved,v12com_python,False,0.0,
2024-03-19,Partnership,,0,0.0,0,,,False,,
2024-03-19,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-19,Tiktok Ads,12.07.2023wide_DE,5104,11.26,26,wide,v15,False,0.005094043887147335,0.4330769230769231
2024-03-19,Facebook Ads,,0,0.0,0,,,False,,
2024-03-19,Facebook Ads,04.07.23recentlymoved_DE,1,0.01,0,recentlymoved,v14,False,0.0,
2024-03-19,Google Ads,performancemax_eng_DE,74400,131.7,465,,,False,0.00625,0.2832258064516129
2024-03-19,Google Ads,,0,0.0,0,,,False,,
2024-03-19,Facebook Ads,07.07.23LAL_DE,366,5.2,5,LAL1,bloggersvideo8com,False,0.01366120218579235,1.04
2024-03-19,Facebook Ads,04.07.23recentlymoved_DE,1287,13.75,14,recentlymoved,v16,False,0.010878010878010878,0.9821428571428571
2024-03-19,Tiktok Ads,12.07.2023wide_DE,889,3.15,5,wide,v13com_python,False,0.00562429696287964,0.63
2024-03-19,Facebook Ads,02.07.23wide_DE,8,0.08,0,wide,bloggersvideo10com_python,False,0.0,
2024-03-19,Facebook Ads,02.07.23wide_DE,1264,15.43,17,wide,v15,False,0.013449367088607595,0.9076470588235294
2024-03-19,Facebook Ads,07.07.23LAL_DE,9,0.13,0,LAL1,bloggersvideo11,False,0.0,
2024-03-19,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-19,Google Ads,,0,0.0,0,,,False,,
2024-03-19,Facebook Ads,07.07.23LAL_DE,1174,12.96,13,LAL1,bloggersvideo9com,False,0.011073253833049404,0.996923076923077
2024-03-19,Facebook Ads,03.07.23women,4,0.04,0,women,v15com,False,0.0,
2024-03-19,Tiktok Ads,12.07.2023wide_DE,969,3.16,6,wide,bloggersvideo5,False,0.006191950464396285,0.5266666666666667
2024-03-19,Facebook Ads,12.09.23interests_Uxui_DE,61,0.66,0,interest_work_WebDev,v11comwebdev,False,0.0,
2024-03-19,Facebook Ads,07.07.23LAL_DE,5,0.02,0,LAL1,v15com,False,0.0,
2024-03-19,Bloggers,2024-03-19_Bloggers,6279,436.5,128,,,False,0.020385411689759516,3.41015625
2024-03-19,Tiktok Ads,12.07.2023wide_DE,91,0.37,0,wide,v16com,False,0.0,
2024-03-19,Tiktok Ads,12.07.2023wide_DE,1427,4.4,5,wide,bloggersvideo11,False,0.00350385423966363,0.8800000000000001
2024-03-19,Facebook Ads,03.07.23women,5,0.07,0,women,bloggersvideo11,False,0.0,
2024-03-19,Facebook Ads,24.09.23retargeting_DE,541,9.08,8,retargeting,v11comwebdev,False,0.014787430683918669,1.135
2024-03-19,Bloggers,,0,0.0,0,,,False,,
2024-03-19,Facebook Ads,03.07.23women,8,0.05,1,women,v15,False,0.125,0.05
2024-03-19,Facebook Ads,17.03.24wide_AT,15,0.19,0,wide,bloggersvideo12com_at,False,0.0,
2024-03-19,Tiktok Ads,12.07.2023wide_DE,2100,7.66,17,wide,bloggersvideo4com,False,0.008095238095238095,0.4505882352941177
2024-03-19,Facebook Ads,12.09.23interests_Uxui_DE,579,7.52,13,interest_programming_WebDev,bloggersvideo5,False,0.022452504317789293,0.5784615384615385
2024-03-19,Facebook Ads,02.07.23wide_DE,29,0.29,0,wide,v14,False,0.0,
2024-03-19,CRM,,0,0.0,60,,,True,,0.0
2024-03-19,Facebook Ads,04.07.23recentlymoved_DE,32,0.23,0,recentlymoved,v15,False,0.0,
2024-03-19,Facebook Ads,,0,0.0,0,,,False,,
2024-03-19,Telegram posts,,0,0.0,0,,,False,,
2024-03-19,Facebook Ads,17.03.24wide_AT,16,0.2,0,wide,v3com_at,False,0.0,
2024-03-19,Facebook Ads,17.03.24wide_AT,191,2.35,1,wide,v14com_at,False,0.005235602094240838,2.35
2024-03-19,Youtube Ads,,0,0.0,0,,,False,,
2024-03-19,Telegram posts,,0,0.0,0,,,False,,
2024-03-19,Facebook Ads,02.07.23wide_DE,48,0.43,0,wide,v12com_python,False,0.0,
2024-03-19,Facebook Ads,04.07.23recentlymoved_DE,4,0.06,0,recentlymoved,v15com,False,0.0,
2024-03-19,SMM,,0,0.0,72,,,True,,0.0
2024-03-19,Youtube Ads,youtube_shorts_DE,7418,26.52,87,Com_august,bloggersvideo10,False,0.011728228633054732,0.30482758620689654
2024-03-19,Telegram posts,2024-03-19_Telegram posts,1974,3.0,93,,,False,0.04711246200607903,0.03225806451612903
2024-03-19,Facebook Ads,03.07.23women,983,11.59,22,women,v16,False,0.022380467955239063,0.5268181818181819
2024-03-19,Facebook Ads,02.07.23wide_DE,105,0.91,1,wide,v15com,False,0.009523809523809525,0.91
2024-03-20,Facebook Ads,04.07.23recentlymoved_DE,1118,13.16,16,recentlymoved,v16,False,0.014311270125223614,0.8225
2024-03-20,SMM,,0,0.0,45,,,True,,0.0
2024-03-20,Facebook Ads,24.09.23retargeting_DE,79,1.04,0,retargeting,v11comwebdev,False,0.0,
2024-03-20,Bloggers,2024-03-20_Bloggers,3848,35.0,62,,,False,0.016112266112266113,0.5645161290322581
2024-03-20,Youtube Ads,youtube_shorts_DE,7988,19.22,59,Com_august,bloggersvideo11,False,0.007386079118678017,0.32576271186440675
2024-03-20,Facebook Ads,,0,0.0,0,,,False,,
2024-03-20,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,12.09.23interests_Uxui_DE,578,8.68,5,interest_programming_WebDev,bloggersvideo5,False,0.00865051903114187,1.736
2024-03-20,Facebook Ads,04.07.23recentlymoved_DE,3,0.19,0,recentlymoved,v14,False,0.0,
2024-03-20,Telegram posts,,1453,0.0,31,,,False,0.021335168616655197,0.0
2024-03-20,Youtube Ads,,0,0.0,0,,,False,,
2024-03-20,Webinar,,0,0.0,0,,,False,,
2024-03-20,SMM,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,12.09.23interests_Uxui_DE,28,0.31,0,interest_programming_WebDev,v11comwebdev,False,0.0,
2024-03-20,Partnership,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,15.03.24recentlymoved_AT,126,2.06,0,recentlymoved,v3com_at,False,0.0,
2024-03-20,Facebook Ads,02.07.23wide_DE,57,0.74,1,wide,v15com,False,0.017543859649122806,0.74
2024-03-20,Bloggers,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,07.07.23LAL_DE,20,0.68,0,LAL1,bloggersvideo11,False,0.0,
2024-03-20,Google Ads,,0,0.0,0,,,False,,
2024-03-20,Tiktok Ads,12.07.2023wide_DE,1108,4.31,11,wide,v13com_python,False,0.009927797833935019,0.3918181818181818
2024-03-20,Facebook Ads,04.07.23recentlymoved_DE,34,0.25,0,recentlymoved,v15,False,0.0,
2024-03-20,Facebook Ads,02.07.23wide_DE,1152,14.24,9,wide,v15,False,0.0078125,1.5822222222222222
2024-03-20,Facebook Ads,07.07.23LAL_DE,1,0.02,0,LAL1,v14,False,0.0,
2024-03-20,Facebook Ads,17.03.24wide_AT,40,0.34,0,wide,v3com_at,False,0.0,
2024-03-20,Facebook Ads,15.03.24recentlymoved_AT,658,9.67,6,recentlymoved,bloggersvideo12com_at,False,0.00911854103343465,1.6116666666666666
2024-03-20,Tiktok Ads,12.07.2023wide_DE,3883,9.25,13,wide,v15,False,0.003347926860674736,0.7115384615384616
2024-03-20,Facebook Ads,24.09.23retargeting_DE,791,10.31,21,retargeting,bloggersvideo5,False,0.02654867256637168,0.490952380952381
2024-03-20,Tiktok Ads,12.07.2023wide_DE,818,2.65,2,wide,bloggersvideo5,False,0.0024449877750611247,1.325
2024-03-20,Tiktok Ads,12.07.2023wide_DE,1448,4.94,6,wide,bloggersvideo11,False,0.004143646408839779,0.8233333333333334
2024-03-20,Facebook Ads,04.07.23recentlymoved_DE,1,0.04,0,recentlymoved,v12com_python,False,0.0,
2024-03-20,Facebook Ads,02.07.23wide_DE,230,3.64,4,wide,bloggersvideo11,False,0.017391304347826087,0.91
2024-03-20,Facebook Ads,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,02.07.23wide_DE,30,0.61,1,wide,v14,False,0.03333333333333333,0.61
2024-03-20,Facebook Ads,07.07.23LAL_DE,522,7.84,6,LAL1,bloggersvideo8com,False,0.011494252873563218,1.3066666666666666
2024-03-20,Google Ads,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,04.07.23recentlymoved_DE,3,0.04,0,recentlymoved,v15com,False,0.0,
2024-03-20,Facebook Ads,12.09.23interests_Uxui_DE,83,1.0,2,interest_work_WebDev,v11comwebdev,False,0.024096385542168676,0.5
2024-03-20,Tiktok Ads,15.03.2024wide_AT,126,0.32,0,wide,v3com_at,False,0.0,
2024-03-20,Google Ads,performancemax_eng_DE,36922,97.19,277,,,False,0.007502302150479389,0.3508664259927798
2024-03-20,Facebook Ads,07.07.23LAL_DE,898,10.73,13,LAL1,bloggersvideo9com,False,0.014476614699331848,0.8253846153846154
2024-03-20,Facebook Ads,04.07.23recentlymoved_DE,28,0.6,1,recentlymoved,bloggersvideo11,False,0.03571428571428571,0.6
2024-03-20,Organic,,0,0.0,256,,,True,,0.0
2024-03-20,Tiktok Ads,15.03.2024wide_AT,49,0.11,0,wide,bloggersvideo12com_at,False,0.0,
2024-03-20,Tiktok Ads,12.07.2023wide_DE,64,0.42,0,wide,v16com,False,0.0,
2024-03-20,Organic,,0,0.0,12,,,True,,0.0
2024-03-20,Facebook Ads,07.07.23LAL_DE,3,0.01,0,LAL1,v15com,False,0.0,
2024-03-20,Facebook Ads,15.03.24recentlymoved_AT,63,0.79,1,recentlymoved,v14com_at,False,0.015873015873015872,0.79
2024-03-20,Tiktok Ads,12.07.2023wide_DE,2433,8.43,13,wide,bloggersvideo4com,False,0.005343197698314837,0.6484615384615384
2024-03-20,Facebook Ads,02.07.23wide_DE,54,0.96,1,wide,v16com,False,0.018518518518518517,0.96
2024-03-20,Youtube Ads,youtube_shorts_DE,7942,28.83,82,Com_august,bloggersvideo10,False,0.01032485520020146,0.3515853658536585
2024-03-20,Youtube Ads,youtube_shorts_DE,5704,14.45,44,Com_august,bloggersvideo9com,False,0.007713884992987377,0.3284090909090909
2024-03-20,Telegram posts,,0,0.0,0,,,False,,
2024-03-20,Facebook Ads,17.03.24wide_AT,61,0.72,1,wide,v14com_at,False,0.01639344262295082,0.72
2024-03-20,Facebook Ads,03.07.23women,18,0.2,1,women,v15,False,0.05555555555555555,0.2
2024-03-20,Facebook Ads,03.07.23women,3,0.07,0,women,bloggersvideo11,False,0.0,
2024-03-20,Youtube Ads,,0,0.0,0,,,False,,
2024-03-20,Tiktok Ads,15.03.2024wide_AT,164,0.19,1,wide,v14com_at,False,0.006097560975609756,0.19
2024-03-20,Facebook Ads,02.07.23wide_DE,24,0.29,1,wide,v12com_python,False,0.041666666666666664,0.29
2024-03-20,Facebook Ads,12.09.23interests_Uxui_DE,454,5.41,7,interest_work_WebDev,bloggersvideo5,False,0.015418502202643172,0.7728571428571429
2024-03-20,Facebook Ads,02.07.23wide_DE,12,0.24,0,wide,bloggersvideo10com_python,False,0.0,
2024-03-20,Facebook Ads,03.07.23women,3,0.07,1,women,v14,False,0.3333333333333333,0.07
2024-03-20,Facebook Ads,03.07.23women,886,11.45,12,women,v16,False,0.013544018058690745,0.9541666666666666
2024-03-20,Facebook Ads,17.03.24wide_AT,953,14.23,14,wide,bloggersvideo12com_at,False,0.014690451206715634,1.0164285714285715
2024-03-20,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-20,CRM,,0,0.0,52,,,True,,0.0
2024-03-20,Facebook Ads,03.07.23women,1,0.08,0,women,v15com,False,0.0,
2024-03-20,Facebook Ads,02.07.23wide_DE,42,0.67,1,wide,bloggersvideo13,False,0.023809523809523808,0.67
2024-03-20,Telegram posts,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,33,0.4,0,interest_programming_WebDev,bloggersvideo17com,False,0.0,
2024-03-21,Facebook Ads,17.03.24wide_AT,485,7.12,2,wide,v3com_at,False,0.004123711340206186,3.56
2024-03-21,Facebook Ads,02.07.23wide_DE,199,2.87,7,wide,bloggersvideo15com,False,0.035175879396984924,0.41000000000000003
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,11,0.07,0,recentlymoved,bloggersvideo16com,False,0.0,
2024-03-21,Tiktok Ads,12.07.2023wide_DE,2413,7.11,9,wide,bloggersvideo4com,False,0.0037297969332780773,0.79
2024-03-21,Youtube Ads,youtube_shortsin_AT,7,0.02,0,Com_march,Austria_video3,False,0.0,
2024-03-21,Youtube Ads,,0,0.0,0,,,False,,
2024-03-21,Youtube Ads,youtube_shorts_DE,6334,24.7,68,Com_august,bloggersvideo10,False,0.0107357120303126,0.36323529411764705
2024-03-21,Telegram posts,,340,0.0,21,,,False,0.061764705882352944,0.0
2024-03-21,Facebook Ads,24.09.23retargeting_DE,33,0.34,0,retargeting,bloggersvideo13,False,0.0,
2024-03-21,Facebook Ads,03.07.23women,128,1.48,1,women,bloggersvideo13,False,0.0078125,1.48
2024-03-21,Facebook Ads,17.03.24wide_AT,570,7.74,5,wide,bloggersvideo12com_at,False,0.008771929824561403,1.548
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,310,3.29,4,interest_work_WebDev,bloggersvideo5,False,0.012903225806451613,0.8225
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,38,0.47,1,interest_work_WebDev,bloggersvideo15com_python,False,0.02631578947368421,0.47
2024-03-21,Tiktok Ads,12.07.2023wide_DE,2672,7.65,15,wide,v13com_python,False,0.00561377245508982,0.51
2024-03-21,Youtube Ads,youtube_shortsin_AT,252,1.53,4,Com_march,bloggersvideo1,False,0.015873015873015872,0.3825
2024-03-21,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,15.03.24recentlymoved_AT,405,6.43,6,recentlymoved,v3com_at,False,0.014814814814814815,1.0716666666666665
2024-03-21,Facebook Ads,03.07.23women,692,7.46,14,women,v16,False,0.02023121387283237,0.5328571428571428
2024-03-21,Facebook Ads,24.09.23retargeting_DE,283,4.09,3,retargeting,v15,False,0.01060070671378092,1.3633333333333333
2024-03-21,Bloggers,2024-03-21_Bloggers,1289,20.0,28,,,False,0.021722265321955005,0.7142857142857143
2024-03-21,Facebook Ads,15.03.24recentlymoved_AT,34,0.48,0,recentlymoved,v14com_at,False,0.0,
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,862,9.77,15,recentlymoved,v16,False,0.01740139211136891,0.6513333333333333
2024-03-21,Google Ads,discovery_wide1_AT,6643,14.11,98,,,False,0.014752370916754479,0.1439795918367347
2024-03-21,Tiktok Ads,12.07.2023wide_DE,2131,5.97,9,wide,bloggersvideo11,False,0.004223369310183012,0.6633333333333333
2024-03-21,Google Ads,,0,0.0,0,,,False,,
2024-03-21,Tiktok Ads,15.03.2024wide_AT,1902,3.98,5,wide,v3com_at,False,0.0026288117770767614,0.796
2024-03-21,Youtube Ads,youtube_shorts_DE,5421,17.5,54,Com_august,bloggersvideo9com,False,0.00996126175982291,0.32407407407407407
2024-03-21,Facebook Ads,02.07.23wide_DE,500,6.36,2,wide,bloggersvideo13,False,0.004,3.18
2024-03-21,CRM,,0,0.0,19,,,True,,0.0
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,46,0.47,3,recentlymoved,v15,False,0.06521739130434782,0.15666666666666665
2024-03-21,Google Ads,performancemax_wide_AT,241,4.57,6,,,False,0.024896265560165973,0.7616666666666667
2024-03-21,Tiktok Ads,15.03.2024wide_AT,5246,11.12,16,wide,v14com_at,False,0.0030499428135722455,0.695
2024-03-21,Youtube Ads,youtube_shorts_DE,7297,21.85,78,Com_august,bloggersvideo11,False,0.010689324379882143,0.28012820512820513
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,155,2.52,7,recentlymoved,bloggersvideo14com,False,0.04516129032258064,0.36
2024-03-21,Tiktok Ads,12.07.2023wide_DE,3995,6.84,13,wide,v15,False,0.003254067584480601,0.5261538461538462
2024-03-21,Google Ads,performancemax_eng_DE,73360,139.13,453,,,False,0.006175027262813522,0.3071302428256071
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,38,0.79,0,interest_programming_WebDev,v11comwebdev,False,0.0,
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,36,0.53,1,recentlymoved,bloggersvideo15com,False,0.027777777777777776,0.53
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,37,0.61,0,interest_work_WebDev,v11comwebdev,False,0.0,
2024-03-21,Facebook Ads,,0,0.0,0,,,False,,
2024-03-21,Bloggers,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,3,0.02,0,recentlymoved,v15com,False,0.0,
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,204,2.28,1,interest_work_WebDev,bloggersvideo17com,False,0.004901960784313725,2.28
2024-03-21,Facebook Ads,24.09.23retargeting_DE,436,5.66,9,retargeting,bloggersvideo5,False,0.020642201834862386,0.6288888888888889
2024-03-21,Facebook Ads,02.07.23wide_DE,398,5.23,4,wide,v15,False,0.010050251256281407,1.3075
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,74,1.44,0,recentlymoved,bloggersvideo11,False,0.0,
2024-03-21,Telegram posts,,0,0.0,0,,,False,,
2024-03-21,Youtube Ads,youtube_shortsin_AT,4,0.01,0,Com_march,Austria_video2,False,0.0,
2024-03-21,Facebook Ads,02.07.23wide_DE,17,0.23,0,wide,bloggersvideo16com,False,0.0,
2024-03-21,Facebook Ads,07.07.23LAL_DE,28,0.4,0,LAL1,bloggersvideo11,False,0.0,
2024-03-21,Facebook Ads,03.07.23women,1,0.01,0,women,v14,False,0.0,
2024-03-21,SMM,,0,0.0,5,,,True,,0.0
2024-03-21,Youtube Ads,,0,0.0,0,,,False,,
2024-03-21,Youtube Ads,youtube_shortsin_AT,72,0.33,1,Com_march,Austria_video1,False,0.013888888888888888,0.33
2024-03-21,Telegram posts,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,03.07.23women,144,2.44,5,women,bloggersvideo14com,False,0.034722222222222224,0.488
2024-03-21,Facebook Ads,03.07.23women,3,0.0,0,women,bloggersvideo16com,False,0.0,
2024-03-21,Facebook Ads,02.07.23wide_DE,276,4.26,13,wide,bloggersvideo14com,False,0.04710144927536232,0.32769230769230767
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,3,0.02,0,recentlymoved,v12com_python,False,0.0,
2024-03-21,Webinar,,0,0.0,0,,,False,,
2024-03-21,SMM,,0,0.0,58,,,True,,0.0
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,347,5.08,8,interest_programming_WebDev,bloggersvideo5,False,0.023054755043227664,0.635
2024-03-21,Google Ads,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,07.07.23LAL_DE,1028,12.59,16,LAL1,bloggersvideo9com,False,0.01556420233463035,0.786875
2024-03-21,Facebook Ads,03.07.23women,33,0.3,0,women,v15,False,0.0,
2024-03-21,Facebook Ads,12.09.23interests_Uxui_DE,125,2.24,2,interest_programming_WebDev,bloggersvideo15com_python,False,0.016,1.12
2024-03-21,Facebook Ads,17.03.24wide_AT,47,0.7,0,wide,v14com_at,False,0.0,
2024-03-21,Organic,,0,0.0,223,,,True,,0.0
2024-03-21,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-21,Tiktok Ads,12.07.2023wide_DE,802,2.29,4,wide,bloggersvideo5,False,0.004987531172069825,0.5725
2024-03-21,Organic,,0,0.0,27,,,True,,0.0
2024-03-21,Facebook Ads,04.07.23recentlymoved_DE,1,0.0,0,recentlymoved,v14,False,0.0,
2024-03-21,Facebook Ads,07.07.23LAL_DE,13,0.16,2,LAL1,v14,False,0.15384615384615385,0.08
2024-03-21,Facebook Ads,07.07.23LAL_DE,369,6.38,6,LAL1,bloggersvideo8com,False,0.016260162601626018,1.0633333333333332
2024-03-21,Tiktok Ads,12.07.2023wide_DE,47,0.14,0,wide,v16com,False,0.0,
2024-03-21,Partnership,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,24.09.23retargeting_DE,63,0.97,0,retargeting,v11comwebdev,False,0.0,
2024-03-21,Facebook Ads,15.03.24recentlymoved_AT,342,5.06,4,recentlymoved,bloggersvideo12com_at,False,0.011695906432748537,1.265
2024-03-21,Facebook Ads,03.07.23women,28,0.31,0,women,bloggersvideo15com,False,0.0,
2024-03-21,Facebook Ads,,0,0.0,0,,,False,,
2024-03-21,Facebook Ads,07.07.23LAL_DE,4,0.08,0,LAL1,v15com,False,0.0,
2024-03-21,Tiktok Ads,15.03.2024wide_AT,3943,9.9,16,wide,bloggersvideo12com_at,False,0.004057823991884352,0.61875
2024-03-22,Google Ads,performancemax_eng_DE,134330,125.8,633,,,False,0.00471227573885208,0.19873617693522908
2024-03-22,Facebook Ads,02.07.23wide_DE,1,0.0,0,wide,bloggersvideo16com,False,0.0,
2024-03-22,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-22,Organic,,0,0.0,22,,,True,,0.0
2024-03-22,Facebook Ads,12.09.23interests_Uxui_DE,15,0.12,0,interest_work_WebDev,bloggersvideo17com,False,0.0,
2024-03-22,Facebook Ads,17.03.24wide_AT,849,12.17,8,wide,bloggersvideo12com_at,False,0.009422850412249705,1.52125
2024-03-22,Tiktok Ads,15.03.2024wide_AT,3155,7.07,12,wide,v14com_at,False,0.003803486529318542,0.5891666666666667
2024-03-22,Google Ads,,0,0.0,0,,,False,,
2024-03-22,Facebook Ads,15.03.24recentlymoved_AT,145,1.69,1,recentlymoved,v3com_at,False,0.006896551724137931,1.69
2024-03-22,CRM,,0,0.0,14,,,True,,0.0
2024-03-22,Facebook Ads,15.03.24recentlymoved_AT,732,9.07,6,recentlymoved,bloggersvideo12com_at,False,0.00819672131147541,1.5116666666666667
2024-03-22,Organic,,0,0.0,242,,,True,,0.0
2024-03-22,Tiktok Ads,12.07.2023wide_DE,5725,19.39,36,wide,v13com_python,False,0.0062882096069868994,0.5386111111111112
2024-03-22,Facebook Ads,07.07.23LAL_DE,76,1.32,2,LAL1,bloggersvideo11,False,0.02631578947368421,0.66
2024-03-22,Facebook Ads,,0,0.0,0,,,False,,
2024-03-22,Tiktok Ads,12.07.2023wide_DE,3103,10.61,21,wide,bloggersvideo11,False,0.00676764421527554,0.5052380952380953
2024-03-22,Bloggers,,0,0.0,0,,,False,,
2024-03-22,Facebook Ads,07.07.23LAL_DE,1197,14.27,30,LAL1,bloggersvideo9com,False,0.02506265664160401,0.4756666666666666
2024-03-22,Google Ads,performancemax_wide_AT,4394,32.97,59,,,False,0.013427401001365498,0.5588135593220339
2024-03-22,Google Ads,,0,0.0,0,,,False,,
2024-03-22,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo4com,False,,
2024-03-22,Youtube Ads,youtube_shortsin_AT,2681,14.32,24,Com_march,bloggersvideo1,False,0.008951883625512868,0.5966666666666667
2024-03-22,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v15,False,,
2024-03-22,Google Ads,discovery_wide1_AT,25681,38.3,257,,,False,0.010007398465791831,0.1490272373540856
2024-03-22,Facebook Ads,04.07.23recentlymoved_DE,3,0.04,0,recentlymoved,bloggersvideo16com,False,0.0,
2024-03-22,Facebook Ads,07.07.23LAL_DE,59,0.41,0,LAL1,v14,False,0.0,
2024-03-22,Tiktok Ads,15.03.2024wide_AT,2926,6.14,12,wide,v3com_at,False,0.004101161995898838,0.5116666666666666
2024-03-22,Youtube Ads,youtube_shortsin_AT,73,0.32,1,Com_march,Austria_video2,False,0.0136986301369863,0.32
2024-03-22,Facebook Ads,07.07.23LAL_DE,240,3.92,4,LAL1,bloggersvideo8com,False,0.016666666666666666,0.98
2024-03-22,Bloggers,,450,0.0,20,,,False,0.044444444444444446,0.0
2024-03-22,Tiktok Ads,15.03.2024wide_AT,4584,11.79,19,wide,bloggersvideo12com_at,False,0.0041448516579406635,0.6205263157894736
2024-03-22,Facebook Ads,24.09.23retargeting_DE,50,0.5,0,retargeting,bloggersvideo13,False,0.0,
2024-03-22,Youtube Ads,youtube_shortsin_AT,107,0.6,1,Com_march,Austria_video3,False,0.009345794392523364,0.6
2024-03-22,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo5,False,,
2024-03-22,Facebook Ads,03.07.23women,0,0.0,0,women,v16,False,,
2024-03-22,Facebook Ads,02.07.23wide_DE,1591,17.9,32,wide,bloggersvideo14com,False,0.02011313639220616,0.559375
2024-03-22,Facebook Ads,04.07.23recentlymoved_DE,57,0.77,1,recentlymoved,bloggersvideo15com,False,0.017543859649122806,0.77
2024-03-22,Facebook Ads,02.07.23wide_DE,120,1.48,4,wide,bloggersvideo15com,False,0.03333333333333333,0.37
2024-03-22,Tiktok Ads,,0,0.0,0,,,False,,
2024-03-22,Youtube Ads,,0,0.0,0,,,False,,
2024-03-22,Facebook Ads,04.07.23recentlymoved_DE,1124,13.9,17,recentlymoved,bloggersvideo14com,False,0.015124555160142349,0.8176470588235294
2024-03-22,Facebook Ads,12.09.23interests_Uxui_DE,471,6.88,12,interest_programming_WebDev,bloggersvideo15com_python,False,0.025477707006369428,0.5733333333333334
2024-03-22,Telegram posts,,0,0.0,0,,,False,,
2024-03-22,Youtube Ads,youtube_shorts_DE,7639,17.3,79,Com_august,bloggersvideo11,False,0.01034166775755989,0.2189873417721519
2024-03-22,Youtube Ads,youtube_shortsin_AT,580,3.18,3,Com_march,Austria_video1,False,0.005172413793103448,1.06
2024-03-22,Telegram posts,,166,0.0,9,,,False,0.05421686746987952,0.0
2024-03-22,Facebook Ads,03.07.23women,24,0.36,1,women,bloggersvideo15com,False,0.041666666666666664,0.36
2024-03-22,Facebook Ads,12.09.23interests_Uxui_DE,6,0.01,0,interest_programming_WebDev,bloggersvideo17com,False,0.0,
2024-03-22,Youtube Ads,,0,0.0,0,,,False,,
2024-03-22,SMM,,0,0.0,0,,,False,,
2024-03-22,Webinar,,0,0.0,0,,,False,,
2024-03-22,Partnership,,0,0.0,0,,,False,,
2024-03-22,Facebook Ads,15.03.24recentlymoved_AT,97,1.18,0,recentlymoved,v14com_at,False,0.0,
2024-03-22,Facebook Ads,17.03.24wide_AT,202,2.66,1,wide,v3com_at,False,0.0049504950495049506,2.66
2024-03-22,Facebook Ads,03.07.23women,972,11.29,23,women,bloggersvideo14com,False,0.023662551440329218,0.4908695652173913
2024-03-22,Facebook Ads,,0,0.0,0,,,False,,
2024-03-22,SMM,,0,0.0,51,,,True,,0.0
2024-03-22,Facebook Ads,17.03.24wide_AT,99,0.94,2,wide,v14com_at,False,0.020202020202020204,0.47
2024-03-22,Facebook Ads,12.09.23interests_Uxui_DE,522,8.15,13,interest_work_WebDev,bloggersvideo15com_python,False,0.02490421455938697,0.6269230769230769
